objid,ra,dec,redshift,mag_r
1237648721219092777,153.424589000857,-0.157145174423623,0.2765018,18.74348
1237648721219092679,153.358556274976,-0.026792245606484,0.2551936,18.17019
1237648721216733899,148.083824750702,-0.0228263158925123,0.4597799,20.26633
1237648720708370658,213.144476143494,-0.583351669008626,0.1266222,17.6065
1237648720687726759,165.913866750391,-0.520348228565196,0.4347217,19.3035
1237648720684778006,159.251547225369,-0.624888063941364,0.4896627,19.70277
1237648720678814343,145.702667754621,-0.542030101189682,0.4376191,20.12556
1237648720170647612,211.211498943498,-0.885990368104454,0.4846042,20.27562
1237648720167698603,204.424024613819,-0.930042014782454,0.2788509,19.04092
1237648720150594382,165.453337156445,-0.84604732093582,0.3966758,19.94011
1237651273512255581,191.628978061539,67.7899471679576,0.08230784,17.13998
1237648705659732085,203.710151221072,1.03856844517607,0.2455795,18.0
1237648705120305701,197.904702030053,0.562281138971791,0.5025279,19.97277
1237648704587104262,206.220459804775,0.0889611187516008,0.08696799,16.38485
1237648704054428098,215.800384338997,-0.373639865605349,0.2772725,20.11267
1237648703517622858,215.99447518624,-0.730623783562548,0.4503067,20.74048
1237648703515263519,210.586627584373,-0.670870246945456,0.4339872,20.61246
1237648703514936062,209.88690300623,-0.819487355627604,0.4525183,20.46588
1237648703512707457,204.836525103801,-0.691311110063494,0.4457728,19.39173
1237648703505892005,189.221362053867,-0.633879626510011,0.2761186,21.10854
1237648703505891878,189.16133079163,-0.814449339521753,0.5035617,20.47941
1237648703503663460,184.194260328069,-0.814529009427538,0.3459299,19.72648
1237648702974263342,201.201756195271,-1.13936519953185,0.6562672,20.42262
1237648702972100785,196.240031499379,-1.23006494652841,0.4322039,18.69842
1237651249891574244,201.380060855009,63.0271396610966,0.4483064,20.47554
1237651504880812141,204.590822633156,0.391449722864325,0.1292273,17.48274
1237650804804682211,152.182981666627,-2.07062610523504,0.5026029,20.67146
1237650797292814866,144.0484578649,0.902416624349492,0.2560734,21.00346
1237651250429165812,204.961650397255,63.0089332396972,0.3948819,20.18259
1237651250430148697,209.76512085476,62.2113280598111,0.07854056,16.93035
1237651250964791333,199.240260897896,64.3029034328879,0.2730165,17.50099
1237648703508840463,195.897110356864,-0.820218535031623,0.2078367,17.79412
1237648720148430865,160.386590146409,-0.849299289475152,0.302805,17.92453
1237648720151642345,167.752529453324,-0.893032639018269,0.09042711,15.54016
1237648720685301979,160.493589654535,-0.501426745155193,0.1384492,17.68803
1237648721215750274,145.70309304173,-0.0445187414975522,0.09775161,17.23817
1237648721756094553,153.642313445826,0.285691077269009,0.204668,18.27938
1237648722295062726,158.469131590918,0.734251181406254,0.1312082,16.72165
1237648722831671501,157.953763776171,1.1229437407355,0.09694496,17.22033
1237648722836914315,169.814748461144,1.23867513330856,0.1733614,17.41522
1237650371020587050,184.030619329383,-2.23825371446622,0.1006098,16.00028
1237650371021832329,186.873266434078,-2.15777759223123,0.09262541,16.79699
1237650371555557469,179.689436326259,-1.80598711748797,0.08785474,16.67866
1237650371559620777,189.022732196945,-1.68865130298937,0.2116418,17.5959
1237650760248918168,193.393744314256,-3.69948134471594,0.23902,17.41591
1237650761320300745,187.994578341529,-2.89216588133875,0.2636264,18.72278
1237650761862021134,198.995153228105,-2.39591660845131,0.1398228,17.23878
1237650762390765695,180.457291276366,-1.89098817621394,0.09068932,16.84166
1237651066280476825,190.495012177791,64.7551342297257,0.09943599,17.69065
1237651067353891198,188.856540291946,65.7893779062934,0.5164017,20.45509
1237651065735414478,150.774392873768,60.0196448836878,0.5948213,20.92721
1237651065204507066,178.638290853303,63.8255221865473,0.5593657,20.81048
1237650804273381770,164.875687616898,-2.65546622018613,0.5703748,20.84306
1237650796756140335,144.507541526006,0.588014887153524,0.4561071,20.27494
1237650796220776467,147.857392891323,0.170034968474152,0.5602304,20.6924
1237650796219662532,145.387085677994,0.12533248636603,0.488738,19.56044
1237650762923835494,171.788360748866,-1.51868062560551,0.204662,18.4032
1237650762398433833,198.052958044573,-1.84700028640866,0.239625,20.58272
1237650762397712717,196.374745110612,-1.83982909649761,0.5937772,20.49894
1237650762394960188,190.115598945384,-1.98241386172018,0.4111999,19.89624
1237650762387357969,172.712738640899,-1.839819736205,0.4852754,20.1426
1237650761849962627,171.532216868598,-2.25569786269122,0.2375783,18.22849
1237650761313353914,172.152538605676,-2.77111509359912,0.140269,18.93964
1237650760239284370,171.28503578937,-3.57369839778044,0.09665092,16.93134
1237650372098458157,193.550038391026,-1.34051384304371,0.4714188,20.13342
1237650372094787860,185.083088827,-1.3916005244042,0.4575186,20.4244
1237650371562635445,195.889656430134,-1.6365423466998,0.3160069,18.65253
1237650371024650294,193.387377993626,-2.1382225782753,0.5580976,21.00611
1237650371018817779,180.045558388117,-2.08105660499279,0.09096786,17.44468
1237650370480963959,177.735391776402,-2.5750643948727,0.4554905,19.47086
1237650369943962054,177.476214050677,-2.92051815931122,0.6216425,20.8746
1237648722848448647,196.25507785558,1.05665774516494,0.1342264,17.75928
1237651249893802119,211.613699916742,61.4805463689155,0.1808696,17.30723
1237648722836586617,169.104863259237,1.25394601770541,0.1418804,17.8862
1237648722831213170,156.866672197282,1.20713476466121,0.5326782,20.06924
1237648722318721985,212.534913162676,0.700837469390543,0.5597268,21.38482
1237648722317672500,210.144622835455,0.792616944343723,0.361432,18.48019
1237648722313347314,200.285054972907,0.833364650778663,0.2978925,19.76886
1237648722312036536,197.229925517822,0.751103425795229,0.4286194,18.91357
1237648722304893449,180.948346310665,0.6510928151014,0.5902407,20.41886
1237648722299519094,168.61809076712,0.808927552773244,0.2970397,19.13947
1237648722297291054,163.628093491254,0.655669912353074,0.62045,20.22039
1237648722289951095,146.789737222104,0.66543257409773,0.5504492,20.28886
1237648721771561284,189.056860238236,0.292733662458491,0.5903149,21.2005
1237648721769268062,183.846202517425,0.315506224657626,0.4293792,19.33544
1237648721753407878,147.588576815963,0.285365768056775,0.5328019,19.89242
1237648721245503973,213.792299328139,-0.11964072271305,0.4988411,20.03215
1237648721225711805,168.541295241889,-0.135762549338569,0.1001532,17.44875
1237648721222500448,161.132417760652,-0.188525632446976,0.5592167,19.03831
1237648721222172675,160.389299190074,-0.0434346202370934,0.2355931,18.29726
1237648721219420331,154.113909730443,-0.120721175831957,0.09443147,18.63532
1237648721219027075,153.310595840174,-0.0907735646390042,0.3603919,20.46899
1237648721215619612,145.46944037311,-0.0709709030245356,0.5467619,20.2682
1237648721215553985,145.291871639998,-0.173373203774395,0.5341932,20.64169
1237648720709550262,215.793170934466,-0.545611586799817,0.3648931,18.95027
1237648720694149732,180.660924115862,-0.516586818178722,0.4087215,20.70862
1237648720685301865,160.384805843203,-0.586704796317675,0.1346428,18.93773
1237648720164290918,196.615163914208,-0.875578210575385,0.4977627,20.09158
1237648720157933988,182.08023709593,-0.949261807269735,0.716447,20.5976
1237648720155836701,177.34617404017,-0.919993107382656,0.5342703,20.2441
1237648720151511875,167.517894386223,-0.969499584594291,0.4706872,20.78053
1237648705659404538,203.066126074921,0.901925394021159,0.3191227,18.65008
1237648705120371321,198.069539299319,0.489782232713676,0.2982852,19.86304
1237648705119781065,196.730580727624,0.486427540141022,0.2608905,18.86781
1237648704586843051,205.705530509716,0.117564453768103,0.3931516,20.24942
1237648704583238033,197.51213048686,0.107049056747725,0.5341478,20.1381
1237648704046104604,196.805786766,-0.407797248599403,0.3045104,20.47143
1237648704040992951,185.137375858025,-0.242809568375531,0.2119447,18.84478
1237648703503270392,183.262390506735,-0.654186477412225,0.431217,19.78329
1237651067885322781,159.763063618577,64.0175152284591,0.1770114,20.13427
1237651067884929128,157.791917021171,63.5461217140638,0.4280686,18.48843
1237651067347993070,157.856320529109,63.1854241865457,0.4267989,19.6336
1237651067347599576,156.226443955157,62.7395714588501,0.2594912,18.35081
1237651066815119692,178.335849364947,65.2583274656279,0.2362013,18.42066
1237651066277199950,173.097660401229,64.3329030468979,0.2095182,16.96374
1237650805883273647,163.284022568866,-1.45314594858881,0.6194652,20.15955
1237650805882290444,160.941443690578,-1.40744674978348,0.5958057,20.81622
1237650805345550724,161.270746453526,-1.66146576309732,0.5158957,20.33965
1237650804806189580,155.676242765014,-2.09944160073119,0.5607155,20.44558
1237650804272202333,162.246067536255,-2.58460375020478,0.6489078,20.82083
1237650761859924295,194.260857723666,-2.35233485235487,0.4288923,19.99574
1237650761857303264,188.351498245895,-2.39498665655296,0.5941753,20.41958
1237650761322594384,193.227845912976,-2.82662900689313,0.2104157,18.4039
1237650760787952235,198.354637469173,-3.18133138234318,0.5685375,20.30693
1237650760783495301,188.108390761444,-3.32824808326263,0.2057542,18.22371
1237650760244265089,182.715473833747,-3.58915188673483,0.3170692,18.28039
1237651191362552002,144.807881489573,58.8424755740042,0.1342153,17.32977
1237650760239743089,172.375657068069,-3.51618059296921,0.1362843,17.59445
1237650372098392216,193.412294250576,-1.25678647524305,0.176894,18.44198
1237650372089020977,171.935624339835,-1.37908266914336,0.517239,20.34877
1237650370476114187,166.695602913571,-2.57404335896839,0.3915049,20.74363
1237650370472182459,157.70948985933,-2.23041772048583,0.488845,20.97464
1237650369947828314,186.275848543489,-3.01678710846049,0.2398837,19.10703
1237650369940226439,168.916050495908,-2.98037801203352,0.4083428,19.90748
1237650369411154045,186.698999418846,-3.42289670692786,0.3036324,18.29068
1237650369408729148,181.220407321587,-3.44053753023292,0.2970971,17.98433
1237651191899750423,145.70584856918,59.5351148554671,0.2370977,17.82064
1237650369399489051,160.09712481982,-3.19723099353198,0.5937915,20.1614
1237651191899750620,145.513915974253,59.6193123923525,0.5355512,19.61901
1237651192436293776,144.105715363999,59.4146400936221,0.09561168,17.06627
1237651274050568293,200.299864050505,67.7072973855104,0.1774469,18.72049
1237648722835865677,167.550317899718,1.22440806617476,0.09478367,16.06468
1237648722313871478,201.431245524869,0.695573128243778,0.1035262,16.6899
1237648722304304031,179.666080253355,0.709680940886872,0.5697163,20.77431
1237648722301616623,173.403469274405,0.715488535129061,0.620468,20.43084
1237648722294997208,158.411177482557,0.707358904473151,0.3605878,18.61433
1237651250430215007,210.119383756739,62.1773638021316,0.429137,19.62271
1237648721238032501,196.600509348857,-0.126954043850434,0.3169552,18.55254
1237648721228857838,175.685172350136,-0.00667303800078096,0.4713747,19.81283
1237648721221452477,158.864078335476,-0.0609064343470276,0.2097374,20.66894
1237648721218306594,151.602982338774,-0.0131087522585751,0.5337151,20.65621
1237648721217258276,149.279577485714,-0.153577550184239,0.6058032,20.51606
1237648720708567301,213.629361465019,-0.511937780903722,0.1378409,17.20401
1237648720679796790,147.879278228571,-0.508827473928906,0.1378086,17.66793
1237648720678092888,144.038082716199,-0.444381061606158,0.1410031,17.42327
1237648720172745195,215.972729608193,-0.966433118975752,0.3911292,20.1195
1237648720161800466,190.993141009508,-0.979278782404084,0.4091547,18.67703
1237651538716328163,208.21339515057,65.6869737817788,0.2064439,16.55028
1237651538717114613,211.870867411568,64.8731963117807,0.3213444,18.88455
1237651538717704310,214.828173582098,64.4049715056591,0.3643787,18.91488
1237651538717704337,214.898649200326,64.357862670443,0.3219522,17.89074
1237648705123647875,205.549821004686,0.497486529078831,0.5706621,20.54925
1237648704589856863,212.515272433196,0.213964268545072,0.1358213,17.51495
1237648704584286757,199.800830245234,0.00860998115897708,0.4704492,20.44289
1237648704579305552,188.439940639221,0.199512867640869,0.2384535,17.96599
1237651539252543555,204.865960665207,66.4835683194071,0.1361378,16.8838
1237651539253592663,210.429047335992,65.7557004568369,0.6192927,20.35588
1237648702978130105,210.069402651731,-1.13946867564756,0.3512017,18.61104
1237648704040534123,184.154436790774,-0.377806644987918,0.1572527,16.67185
1237648704042827951,189.304366338818,-0.405581337510397,0.2487511,18.65011
1237648705124237458,206.840164895231,0.470599804628506,0.1663492,17.75479
1237648705126400177,211.8465253776,0.475646866901579,0.1053532,16.55051
1237648705651671134,185.298438759788,0.943058253308518,0.2711221,19.03045
1237648720165535906,199.586037910678,-0.84877887884089,0.1128551,17.63006
1237648720682287303,153.580872129717,-0.476182967598429,0.3584977,18.24616
1237648720697884845,189.149689149843,-0.548168211386817,0.23298,17.51563
1237648721215357162,144.95365300492,-0.00282357395753726,0.2235473,18.25073
1237650372099768418,196.460492060526,-1.3920906482556,0.2500602,18.12207
1237650372099768469,196.541875823857,-1.26686029521848,0.2287546,18.44728
1237650760779104416,178.104320064037,-3.17922979075582,0.1652776,17.45593
1237650762397974666,196.89335973951,-1.96180481503718,0.1597344,17.54948
1237651066281132176,193.881596452772,64.5690122993215,0.3343579,18.93867
1237651065737052258,157.46242926495,61.7785395690828,0.1167867,17.59982
1237650796219924600,145.925286701746,0.0488100113675625,0.2884945,18.71977
1237651067892924564,200.98199806212,65.375826107762,0.226332,18.11183
1237651067893710996,205.037152713123,64.9135359554791,0.224724,18.37605
1237650795146182789,145.898392178838,-0.722792561248707,0.2712803,18.63646
1237650762933928086,194.889523788855,-1.47594337065589,0.2657186,17.59746
1237650762396729455,194.094085224357,-1.99985137250092,0.2916731,19.0964
1237650762390700580,180.382792418813,-1.92038653415856,0.4791763,20.84776
1237650761315451357,176.84534204167,-2.87233633969781,0.6392614,20.21653
1237651190288678917,145.436800917462,57.8565570362852,0.1585511,16.94595
1237648722829312606,152.524494293561,1.11751192044497,0.3343101,20.29419
1237648722296373962,161.555058096784,0.656913616061935,0.5406146,20.28458
1237648722290868413,148.883335757912,0.685764881807119,0.1631241,17.9516
1237648722288771801,144.106040177614,0.787600042874929,0.8648906,20.60438
1237648722288771676,144.195982282729,0.760193653875223,0.4202653,20.10135
1237648721756356954,154.341845997709,0.390569575797917,0.6102925,20.60951
1237648721756029108,153.568269152072,0.238639298217264,0.3506057,19.33687
1237648721225056413,166.971519322619,-0.121576973457902,0.1118383,17.10582
1237648721218568377,152.20891627122,-0.202431606405117,0.1105128,17.63464
1237648720694345798,181.060916594188,-0.502632131518968,0.1686286,18.66791
1237648720158982408,184.610235723334,-0.867007626080877,0.1531438,17.78028
1237648720143712309,149.6499829655,-0.995154513365871,0.1667602,18.66885
1237648702979834128,213.867705074115,-1.08748771454605,0.379712,19.01586
1237651067349303515,164.14013008233,64.3083097537479,0.221183,18.39531
1237651067349237931,163.965140391743,64.2130424559853,0.2205964,18.28547
1237651067348124199,158.398735535129,63.3324760568877,0.5259535,20.71883
1237651067348123820,158.458031655609,63.3084470382258,0.1552637,18.50524
1237651066815316173,179.681180787525,65.1412740848905,0.1717367,17.28058
1237651066814398552,174.555220020447,65.0281168183436,0.289755,18.9545
1237651066280935596,193.056743055496,64.7140006081275,0.3472316,18.95874
1237651066279822026,187.111022573676,64.8730576339151,0.4788839,19.76993
1237651066277265792,173.26635287908,64.4959005882952,0.4674232,19.64125
1237651065735217241,149.952365215628,59.71400273404,0.1685863,17.05536
1237651067884732602,156.719913292551,63.4318398166639,0.2299068,18.77534
1237650803730023206,150.061840769387,-2.87028242112394,0.2229249,20.92658
1237650796220579874,147.430590737206,0.0934006333481636,0.4218703,18.34592
1237650795146052373,145.742734644575,-0.655818915910896,0.467499,20.84992
1237650762934976634,197.19037641997,-1.51498984267513,0.1113157,17.69257
1237650761854877813,182.70544139206,-2.34889723099249,0.2724926,18.77718
1237650760784216248,189.708277277919,-3.16677247984648,0.1681048,17.39799
1237650760778448980,176.570737636633,-3.17901561971324,0.01753094,15.50188
1237650760249180341,193.949303177109,-3.65266902806466,0.1687487,16.85069
1237650760244920434,184.27033002486,-3.7096713879727,0.01745152,16.00747
1237650372091641997,177.986240404342,-1.30016904345661,0.1706533,18.92278
1237650372089938022,174.031313616251,-1.38714691126444,0.2665956,18.97675
1237650371562307667,195.133110886428,-1.72503007703918,0.6396633,20.48494
1237650371555754475,180.155959586253,-1.7983661322622,0.5434539,20.48643
1237650371554509126,177.369586262846,-1.74179457303195,0.612507,21.15213
1237650371018753085,179.877822051404,-2.12302686100445,0.5400512,21.53438
1237650370487648393,193.005766474837,-2.47546635693485,0.2245912,17.74825
1237650369951170608,193.968885814673,-2.89383401083599,0.2955231,17.88867
1237650369946583061,183.428301509154,-3.06036535169628,0.0176709,16.59351
1237650369934459047,155.790466095279,-2.68183043129412,0.5237501,19.80779
1237651250428903559,203.927101833166,63.2781762128851,0.1695411,17.34434
1237651250955616432,152.968361392215,61.0034625809224,0.1078286,17.39706
1237648722848579715,196.536255421265,1.10318689293468,0.2204391,17.50407
1237648722845368384,189.230274601875,1.2148311428547,0.6132131,20.57209
1237648722835734721,167.128296398132,1.05493723183281,0.4792225,19.22326
1237648722834948319,165.392770420291,1.12424674566873,0.5650436,20.66525
1237648722307121174,186.026235444002,0.750052047727645,0.351679,18.30088
1237648722303844510,178.618201123047,0.687693406558344,0.2286611,18.54201
1237648722299650281,169.050058065502,0.785716372939189,0.1139016,17.15614
1237648722295587420,159.713687399794,0.834604293742027,0.4685634,20.9065
1237651190826074210,146.714565826547,59.0249984602513,0.2318179,18.16105
1237648721769989015,185.467140814732,0.288508674879847,0.2931593,19.40149
1237648721763893275,171.526790070429,0.397203062151952,0.1696646,17.72063
1237648721755963753,153.471639520124,0.253826861379336,0.3579952,19.80929
1237648721754193956,149.34126239191,0.298863041617179,0.1699317,17.37246
1237648721245241474,213.079080617675,-0.12268581970074,0.01745718,17.26563
1237648721236525384,193.237136233533,-0.181326435361041,0.5403516,20.45169
1237648721224729137,166.281830784475,-0.169689753207953,0.4676718,20.19546
1237651271367458988,205.798237853198,64.8741422297117,0.4187308,18.64012
1237648721216733641,147.959168905862,-0.148114529921342,0.5415571,20.52781
1237651271903478089,201.460396519756,65.9283513208103,0.2256508,19.4996
1237648720707715574,211.602923472571,-0.571955001852988,0.6391566,20.61539
1237651272435564668,174.123867422597,66.7536882295368,0.2260426,17.6319
1237651272440021168,200.121131498537,66.3925238924217,0.2235714,17.72989
1237648720701358357,197.099697859593,-0.481751274323189,0.01745841,16.57553
1237648720701227047,196.80522287244,-0.600461294353707,0.1701931,16.76267
1237648720700637808,195.491824907697,-0.47994862950493,0.7483177,21.35006
1237648720696573987,186.135009347644,-0.458721847427333,0.1570676,17.2031
1237648720688972002,168.868680830227,-0.581872828243255,0.2327584,18.60791
1237648720681173086,151.02082745572,-0.548177179067542,0.288476,18.08406
1237648720678617208,145.132747184406,-0.478697144725422,0.1532382,18.33123
1237648720678486104,144.941192139201,-0.489521815054884,0.1672957,17.31372
1237651272971780222,170.207842676965,66.9458243656399,0.167366,16.83877
1237651272972828760,176.114935047991,67.367554594901,0.1169268,16.77911
1237651272977416226,203.198544470676,66.645372858634,0.3379306,18.64479
1237651272977875264,205.593846290703,66.2278459716517,0.4795264,19.6169
1237651272978596019,209.543318205537,65.5500225950127,0.2269407,18.55805
1237648720164487323,197.073735273061,-0.853302368333832,0.01760112,16.83798
1237648720163569842,195.075260816468,-0.906920641925674,0.1688899,17.78016
1237648720160292971,187.539970509801,-1.04567954616297,0.1145647,16.59591
1237648720150528258,165.225576784285,-0.844003408039741,0.5412789,19.14699
1237651273513042328,196.459183491946,67.6562963371801,0.422088,20.04389
1237648720147186233,157.557456610031,-0.95082828734295,0.4815466,20.38142
1237648720145744042,154.264510738478,-0.919029781575142,0.2685684,19.01243
1237651273516122347,213.240224246343,65.3525566470002,0.2951582,18.82112
1237648720144957634,152.565598169568,-1.01056159121211,0.2277851,18.62149
1237648720143450684,149.111636513594,-1.02935311081717,0.4693643,19.7684
1237651274041524622,149.28955958547,64.001288064432,0.0176736,17.70931
1237651274045456490,169.307979198591,67.6896472921555,0.2473826,17.66885
1237651274050633797,200.646054819717,67.6100584048114,0.1675911,18.74418
1237648705650950427,183.765413384689,0.873469201150533,0.4802716,20.31356
1237648705650688476,183.126209176677,1.04396204482193,0.5414813,20.18608
1237648705118143019,192.959929320993,0.469495523074928,0.5857799,20.29512
1237648704583041352,197.006464403556,0.0958672588888699,0.4796548,19.48854
1237648704582647975,196.141256364173,0.0674924604774519,0.2463471,17.73034
1237648704579305598,188.500247002039,0.0522382910926295,0.2240481,18.76524
1237651504345383068,207.933684778045,-0.0847288246200065,0.1525586,18.70495
1237651505952915701,200.929373696306,1.2182587886712,0.1123706,16.45187
1237648704052592865,211.625433626419,-0.327656641096645,0.1063061,19.63747
1237648704046170222,196.961867626435,-0.278686231121618,0.01753283,16.98077
1237651537636425735,172.926611321587,66.1231814099781,0.2234785,18.19216
1237651537637933192,181.461326472567,66.4647888573773,0.3349291,18.36839
1237651538167333043,144.680044437552,60.868834820579,0.1675936,17.28702
1237648703512838678,205.141032528626,-0.734316572257998,0.3544694,19.87705
